N	M	R_coefficient	Q_coefficient
30	18	2.174381835887782e-13	-1.4682850537346473e-13
30	19	-2.933408733526746e-13	-1.484975831516649e-13
30	20	8.78071144254538e-14	-8.153854427516304e-14
30	21	-5.048737904842921e-14	-3.855665953485285e-13
30	22	7.180518585169466e-14	3.1039277278395315e-14
30	23	1.7985835100106932e-13	-2.0527027622792534e-13
30	24	1.3476803879269626e-13	6.322287251352542e-14
30	25	-3.447713059751828e-13	2.641564072230016e-13
30	26	4.569869655222032e-13	-5.466814561826991e-14
30	27	9.919479281077614e-14	-2.1891847179500682e-13
30	28	-2.303475936043154e-13	9.36967527682317e-14
30	29	-4.326286629675227e-14	3.935170618023706e-13
30	30	5.531720611301432e-13	8.590268171470139e-14
31	0	-2.1955618868578075e-14	0.0
31	1	-5.0374765185066665e-14	-2.9151201491044266e-14
31	2	-5.0824077885494466e-15	-5.1909071897999975e-14
31	3	-2.807737794934615e-13	-1.4418305559683324e-13
31	4	-9.410546225425809e-14	-5.692261036557046e-14
31	5	2.0008893142052638e-13	-4.3422667664818323e-13
31	6	5.858565054175321e-14	-6.310133826063162e-14
31	7	1.0218339974189075e-13	2.8034124446915146e-13
31	8	1.7532134233293764e-14	-3.8619313794708044e-14
31	9	-4.420790471283765e-13	1.781519743076187e-13
31	10	1.1740995941832293e-14	3.4845126893112173e-13
31	11	3.542298207072673e-13	-2.472878353160434e-13
